2025-10-30T15:28:19.169218,1158,0,water_quality,,,,,,23.83,179.79
2025-10-30T15:28:19.173441,1159,0,water_quality,,,,,,30.83,358.56
2025-10-30T15:28:19.177526,1157,0,water_quality,,,,,,28.41,309.24
2025-10-30T15:28:19.183232,1156,0,water_quality,,,,,,21.37,202.24
2025-10-30T15:28:19.187222,1154,0,water_quality,,,,,,28.01,248.51
2025-10-30T15:28:19.191112,1155,0,water_quality,,,,,,31.3,276.59
2025-10-30T15:28:19.194489,1152,0,water_quality,,,,,,24.73,157.81
2025-10-30T15:28:19.199264,1153,0,water_quality,,,,,,28.27,283.4
2025-10-30T15:28:19.203959,1150,0,water_quality,,,,,,22.28,344.15
2025-10-30T15:28:19.208479,1151,0,water_quality,,,,,,25.68,152.15
2025-10-30T15:28:19.213527,1149,0,water_quality,,,,,,23.43,272.58
2025-10-30T15:28:19.218720,1148,0,water_quality,,,,,,25.98,292.25
2025-10-30T15:28:19.222711,1146,0,water_quality,,,,,,25.4,336.86
2025-10-30T15:28:19.225432,1147,0,water_quality,,,,,,29.02,153.61
2025-10-30T15:28:19.228784,1144,0,water_quality,,,,,,31.42,335.27
2025-10-30T15:28:19.233764,1145,0,water_quality,,,,,,20.0,148.28
2025-10-30T15:28:19.237680,1141,0,water_quality,,,,,,26.12,130.25
2025-10-30T15:28:19.240228,1142,0,water_quality,,,,,,25.45,192.38
2025-10-30T15:28:19.242358,1143,0,water_quality,,,,,,29.71,373.08
2025-10-30T15:28:19.254669,1140,0,water_quality,,,,,,20.56,309.52
2025-10-30T15:28:19.257264,1139,0,water_quality,,,,,,20.69,150.1
2025-10-30T15:28:19.260254,1136,0,water_quality,,,,,,25.24,156.18
2025-10-30T15:28:19.262680,1135,0,water_quality,,,,,,28.39,310.58
2025-10-30T15:28:19.265634,1137,0,water_quality,,,,,,23.39,393.57
2025-10-30T15:28:19.268257,1132,0,water_quality,,,,,,31.38,310.85
2025-10-30T15:28:19.270465,1130,0,water_quality,,,,,,29.76,340.96
2025-10-30T15:28:19.272712,1134,0,water_quality,,,,,,24.93,383.65
2025-10-30T15:28:19.275592,1133,0,water_quality,,,,,,30.51,166.49
2025-10-30T15:28:19.279097,1138,0,water_quality,,,,,,26.34,364.57
2025-10-30T15:28:19.284437,1131,0,water_quality,,,,,,30.21,249.86
2025-10-30T15:28:19.288721,1129,0,water_quality,,,,,,27.47,212.34
2025-10-30T15:28:19.291434,1128,0,water_quality,,,,,,30.32,186.43
2025-10-30T15:28:19.293825,1126,0,water_quality,,,,,,21.94,229.19
2025-10-30T15:28:19.296401,1123,0,water_quality,,,,,,30.1,284.7
2025-10-30T15:28:19.301005,1125,0,water_quality,,,,,,25.64,267.3
2025-10-30T15:28:19.304356,1121,0,water_quality,,,,,,25.12,184.35
2025-10-30T15:28:19.306472,1120,0,water_quality,,,,,,24.03,397.45
2025-10-30T15:28:19.308849,1124,0,water_quality,,,,,,22.87,291.62
2025-10-30T15:28:19.310850,1122,0,water_quality,,,,,,27.05,244.87
2025-10-30T15:28:19.312930,1127,0,water_quality,,,,,,22.15,136.85
2025-10-30T15:28:19.317624,1119,0,water_quality,,,,,,25.37,274.89
2025-10-30T15:28:19.320120,1118,0,water_quality,,,,,,24.09,341.05
2025-10-30T15:28:19.321999,1117,0,water_quality,,,,,,26.26,176.29
2025-10-30T15:28:19.324304,1113,0,water_quality,,,,,,30.76,125.27
2025-10-30T15:28:19.326375,1114,0,water_quality,,,,,,30.93,385.67
2025-10-30T15:28:19.328348,1116,0,water_quality,,,,,,25.54,260.72
2025-10-30T15:28:19.332930,1111,0,water_quality,,,,,,30.12,174.67
2025-10-30T15:28:19.336136,1115,0,water_quality,,,,,,30.38,357.99
2025-10-30T15:28:19.338327,1112,0,water_quality,,,,,,28.63,273.79
2025-10-30T15:28:19.340363,1110,0,water_quality,,,,,,30.45,183.02
2025-10-30T15:28:19.342607,1107,0,water_quality,,,,,,28.8,352.87
2025-10-30T15:28:19.344899,1109,0,water_quality,,,,,,28.99,133.21
2025-10-30T15:28:19.349142,1108,0,water_quality,,,,,,24.18,179.92
2025-10-30T15:28:19.352048,1106,0,water_quality,,,,,,20.96,133.67
2025-10-30T15:28:19.354185,1105,0,water_quality,,,,,,23.55,125.42
