timestamp_ms,vertical_name,records_count,status_code,response_time_ms
2025-10-28T23:21:36.835863,water_quality,0,0,98240.76
2025-10-28T23:21:36.836712,water_quality,0,0,94127.46
2025-10-28T23:21:36.837412,water_quality,0,0,104443.68
2025-10-28T23:21:36.837716,waste_management,0,0,104376.99
2025-10-28T23:21:36.838028,waste_management,0,0,104160.25
2025-10-28T23:21:36.852498,waste_management,0,0,95914.53
2025-10-28T23:21:36.853198,waste_management,0,0,106174.74
2025-10-28T23:21:36.854834,water_quality,0,0,101767.97
2025-10-28T23:21:36.855346,waste_management,0,0,100299.01
2025-10-28T23:21:36.860122,waste_management,0,0,108973.42
2025-10-28T23:21:36.860482,waste_management,0,0,108949.87
2025-10-28T23:21:37.174779,waste_management,1,200,98342.42
2025-10-28T23:21:37.206818,waste_management,0,503,100042.32
2025-10-28T23:21:37.207306,water_quality,0,503,98558.91
2025-10-28T23:21:37.207619,waste_management,0,503,96937.6
2025-10-28T23:21:37.207896,waste_management,0,503,98348.46
2025-10-28T23:21:37.281869,waste_management,1,200,418.24
2025-10-28T23:21:37.290239,waste_management,1,200,419.3
2025-10-28T23:21:37.308985,water_quality,91,200,449.35
2025-10-28T23:21:37.322797,water_quality,91,200,449.99
2025-10-28T23:21:37.324781,waste_management,1,200,458.79
2025-10-28T23:21:37.327465,waste_management,1,200,464.63
2025-10-28T23:21:37.331436,waste_management,1,200,459.95
2025-10-28T23:21:37.336711,waste_management,1,200,467.02
2025-10-28T23:21:37.352254,water_quality,91,200,484.37
2025-10-28T23:21:37.352910,waste_management,1,200,483.88
2025-10-28T23:21:37.564869,waste_management,1,200,704.03
2025-10-28T23:21:37.572843,water_quality,91,200,707.62
2025-10-28T23:21:37.593517,water_quality,91,200,395.67
2025-10-28T23:21:37.601791,water_quality,91,200,739.53
2025-10-28T23:21:37.607143,water_quality,91,200,413.45
2025-10-28T23:21:37.614707,water_quality,91,200,740.73
2025-10-28T23:21:37.620648,water_quality,91,200,408.3
2025-10-28T23:21:37.621293,waste_management,1,200,749.15
2025-10-28T23:21:37.621662,waste_management,1,200,747.59
2025-10-28T23:21:37.695334,waste_management,1,200,424.1
2025-10-28T23:21:37.695827,waste_management,1,200,821.2
2025-10-28T23:21:37.696164,waste_management,1,200,526.24
2025-10-28T23:21:37.696544,waste_management,1,200,823.22
2025-10-28T23:21:37.697008,waste_management,1,200,422.74
2025-10-28T23:21:37.698281,waste_management,1,200,404.72
2025-10-28T23:21:37.728165,water_quality,79,200,422.62
2025-10-28T23:21:37.857805,water_quality,79,200,506.91
2025-10-28T23:21:37.858448,waste_management,1,200,443.44
2025-10-28T23:21:37.866058,water_quality,78,200,449.19
2025-10-28T23:21:37.866596,waste_management,1,200,423.85
2025-10-28T23:21:37.866977,waste_management,1,200,481.77
2025-10-28T23:21:37.871910,water_quality,78,200,541.81
2025-10-28T23:21:37.872343,waste_management,1,200,462.78
2025-10-28T23:21:37.878593,water_quality,78,200,454.67
2025-10-28T23:21:37.879165,waste_management,1,200,246.93
2025-10-28T23:21:37.884146,water_quality,78,200,284.82
2025-10-28T23:21:37.885105,waste_management,1,200,545.98
2025-10-28T23:21:37.910794,waste_management,1,200,209.06
2025-10-28T23:21:37.924183,waste_management,1,200,110.51
2025-10-28T23:21:37.925230,waste_management,1,200,122.81
2025-10-28T23:21:37.939042,waste_management,1,200,146.1
2025-10-28T23:21:37.939820,waste_management,1,200,118.47
2025-10-28T23:21:37.946341,water_quality,65,200,176.1
2025-10-28T23:21:37.946808,waste_management,1,200,186.6
2025-10-28T23:21:37.947132,waste_management,1,200,160.13
2025-10-28T23:21:37.961634,water_quality,62,200,61.86
2025-10-28T23:21:37.962205,waste_management,1,200,20.1
2025-10-28T23:21:38.040020,waste_management,1,200,10.11
2025-10-28T23:21:38.142710,waste_management,1,200,62.27
2025-10-28T23:21:38.150569,water_quality,55,200,81.69
2025-10-28T23:21:38.163043,water_quality,55,200,92.54
2025-10-28T23:21:38.175138,waste_management,1,200,48.54
2025-10-28T23:21:38.190362,water_quality,55,200,92.22
2025-10-28T23:21:38.197374,waste_management,1,200,71.71
2025-10-28T23:21:38.208544,waste_management,1,200,53.51
2025-10-28T23:21:38.278116,waste_management,1,200,87.5
2025-10-28T23:21:38.286246,water_quality,55,200,111.88
2025-10-28T23:21:38.291536,water_quality,54,200,110.31
2025-10-28T23:21:38.362724,waste_management,1,200,162.8
2025-10-28T23:21:38.379451,waste_management,1,200,177.3
2025-10-28T23:21:38.462063,waste_management,1,200,249.37
2025-10-28T23:21:38.463223,waste_management,1,200,221.37
2025-10-28T23:21:38.463672,waste_management,1,200,209.1
2025-10-28T23:21:38.470168,water_quality,43,200,170.74
2025-10-28T23:21:38.493747,waste_management,1,200,121.55
2025-10-28T23:21:38.550085,waste_management,1,200,162.68
2025-10-28T23:21:38.555988,water_quality,36,200,138.29
2025-10-28T23:21:38.559607,water_quality,36,200,138.91
2025-10-28T23:21:38.560004,waste_management,1,200,98.72
2025-10-28T23:21:38.562865,water_quality,36,200,180.95
