timestamp_ms,node_id,node_name,temperature,status_code,response_time_ms,success
2025-10-28T23:20:02.308969,8022,Node_water_quality_cr12v,20.62,200,10064.39,True
2025-10-28T23:21:36.837073,8549,Node_waste_management_qltl0,29.68,0,104486.75,False
2025-10-28T23:21:36.853560,7588,Node_water_quality_71t0g,20.61,0,103489.97,False
2025-10-28T23:21:36.853932,8181,Node_water_quality_6fc31,22.04,0,103307.93,False
2025-10-28T23:21:36.854247,8323,Node_waste_management_6sn7m,21.86,0,103435.32,False
2025-10-28T23:21:36.854530,8166,Node_water_quality_egyw9,22.41,0,101673.55,False
2025-10-28T23:21:36.855105,7899,Node_waste_management_qm4di,32.26,0,99213.54,False
2025-10-28T23:21:36.855542,8398,Node_water_quality_dzbo8,29.02,0,94549.11,False
2025-10-28T23:21:36.868532,7600,Node_waste_management_sin5b,21.87,0,100731.86,False
2025-10-28T23:21:36.969522,7853,Node_water_quality_io5v4,21.55,200,99737.45,True
2025-10-28T23:21:36.970017,7393,Node_waste_management_viw2b,32.94,200,99678.56,True
2025-10-28T23:21:36.970322,8667,Node_waste_management_grluq,24.75,200,98267.86,True
2025-10-28T23:21:36.970637,7774,Node_waste_management_e6hx9,33.44,200,98084.38,True
2025-10-28T23:21:36.970932,8568,Node_water_quality_m0f8w,34.93,200,98208.38,True
2025-10-28T23:21:37.354326,7409,Node_water_quality_kimhz,24.41,200,151.04,True
2025-10-28T23:21:37.354907,7416,Node_water_quality_zp5u3,20.29,200,127.16,True
2025-10-28T23:21:37.573302,8297,Node_water_quality_nv0kn,28.28,200,402.68,True
2025-10-28T23:21:37.575594,7631,Node_water_quality_aa8i2,32.64,200,320.85,True
2025-10-28T23:21:37.607445,8121,Node_water_quality_n0eet,30.21,200,445.62,True
2025-10-28T23:21:37.628779,8122,Node_water_quality_h2tvt,33.03,200,314.11,True
2025-10-28T23:21:37.697371,8127,Node_water_quality_11qzz,34.86,200,388.07,True
2025-10-28T23:21:37.697750,7897,Node_water_quality_6gweq,34.76,200,391.41,True
2025-10-28T23:21:37.729832,8630,Node_waste_management_28m3r,27.96,200,390.16,True
2025-10-28T23:21:37.858844,8364,Node_waste_management_yo7z5,24.26,200,200.56,True
2025-10-28T23:21:37.884691,7452,Node_water_quality_p47ne,28.46,200,170.06,True
2025-10-28T23:21:37.914944,7981,Node_water_quality_apr0d,29.65,200,120.32,True
2025-10-28T23:21:37.962479,7660,Node_waste_management_3s67u,22.51,200,27.93,True
2025-10-28T23:21:38.049365,8632,Node_waste_management_04yws,21.41,200,8.06,True
2025-10-28T23:21:38.177715,7911,Node_water_quality_ykt5z,33.48,200,29.48,True
2025-10-28T23:21:38.213613,8097,Node_waste_management_tsbxj,22.67,200,49.2,True
2025-10-28T23:21:38.276124,8459,Node_waste_management_d6q1h,22.65,200,107.9,True
2025-10-28T23:21:38.276717,7666,Node_water_quality_qxm5u,21.27,200,107.7,True
2025-10-28T23:21:38.277374,8526,Node_water_quality_gwjdy,31.52,200,98.43,True
2025-10-28T23:21:38.380401,7877,Node_water_quality_ergca,25.8,200,75.77,True
2025-10-28T23:21:38.462607,8210,Node_waste_management_v7naw,29.65,200,201.23,True
2025-10-28T23:21:38.462904,8537,Node_water_quality_n8mie,31.68,200,219.88,True
2025-10-28T23:21:38.463922,7368,Node_waste_management_1psz5,33.59,200,227.28,True
2025-10-28T23:21:38.464171,8138,Node_water_quality_q7rcb,22.03,200,199.84,True
2025-10-28T23:21:38.464428,7558,Node_waste_management_kes62,26.03,200,105.98,True
2025-10-28T23:21:38.464683,8622,Node_water_quality_ahh9n,28.74,200,120.22,True
2025-10-28T23:21:38.506138,7528,Node_water_quality_xx5pd,21.94,200,112.16,True
2025-10-28T23:21:38.548983,8610,Node_waste_management_og8xu,32.34,200,135.88,True
2025-10-28T23:21:38.549552,7368,Node_waste_management_1psz5,31.99,200,152.76,True
2025-10-28T23:21:38.612451,8606,Node_waste_management_lrj6e,20.15,200,12.47,True
2025-10-28T23:21:38.633180,8436,Node_waste_management_2dgex,21.07,200,23.18,True
2025-10-28T23:21:38.633870,8610,Node_waste_management_og8xu,30.77,200,26.88,True
2025-10-28T23:21:38.701707,8226,Node_water_quality_fgkxb,24.55,200,34.53,True
2025-10-28T23:21:38.851969,8193,Node_waste_management_gnd7i,23.7,200,143.7,True
2025-10-28T23:21:38.886372,8074,Node_water_quality_dd8tv,26.75,200,72.94,True
2025-10-28T23:21:38.939976,8561,Node_water_quality_87o5l,28.65,200,103.65,True
2025-10-28T23:21:38.940261,7967,Node_water_quality_mhfxr,27.78,200,98.93,True
2025-10-28T23:21:39.015274,8330,Node_waste_management_7buuc,26.81,200,76.59,True
2025-10-28T23:21:39.016739,8627,Node_waste_management_e3d9a,28.41,200,66.69,True
2025-10-28T23:21:39.167961,7942,Node_water_quality_916z5,26.1,200,194.13,True
2025-10-28T23:21:39.177881,8141,Node_waste_management_xtnpo,27.59,200,173.99,True
2025-10-28T23:21:39.178354,7479,Node_waste_management_5jbc8,25.83,200,178.83,True
2025-10-28T23:21:39.178589,7784,Node_water_quality_4xre4,34.48,200,201.12,True
2025-10-28T23:21:39.212810,7887,Node_water_quality_u1ald,30.34,200,194.84,True
2025-10-28T23:21:39.214218,7571,Node_water_quality_fg3sj,27.47,200,179.3,True
2025-10-28T23:21:39.272052,7998,Node_water_quality_yo1h0,22.76,200,249.64,True
2025-10-28T23:21:39.274565,7439,Node_water_quality_8zj6c,25.24,200,150.96,True
2025-10-28T23:21:39.332625,7567,Node_waste_management_1jho4,23.1,200,70.32,True
2025-10-28T23:21:39.343243,7498,Node_waste_management_2bku0,20.49,200,92.14,True
2025-10-28T23:21:39.343953,8087,Node_water_quality_8nd8j,21.64,200,98.64,True
2025-10-28T23:21:39.383664,7738,Node_water_quality_vn64j,22.83,200,132.16,True
2025-10-28T23:21:39.447488,7951,Node_waste_management_k6fuy,34.51,200,91.17,True
2025-10-28T23:21:39.557186,8223,Node_water_quality_synld,21.03,200,16.71,True
2025-10-28T23:21:39.605677,8111,Node_waste_management_k2kmv,32.89,200,17.24,True
2025-10-28T23:21:39.678990,8278,Node_waste_management_p1cl6,26.6,200,48.8,True
2025-10-28T23:21:39.760949,8201,Node_waste_management_mvesv,28.56,200,80.08,True
2025-10-28T23:21:39.765224,8304,Node_waste_management_d8rrr,29.32,200,84.77,True
2025-10-28T23:21:39.804678,8442,Node_water_quality_tbwy8,25.45,200,84.72,True
2025-10-28T23:21:39.857515,7367,Node_water_quality_bqq8s,31.2,200,32.52,True
2025-10-28T23:21:39.901145,7899,Node_waste_management_qm4di,28.33,200,62.25,True
2025-10-28T23:21:39.901608,8005,Node_waste_management_7ual3,25.74,200,77.39,True
2025-10-28T23:21:40.047403,7854,Node_water_quality_37vgc,33.37,200,70.36,True
2025-10-28T23:21:40.047832,8221,Node_waste_management_yf9hn,25.67,200,88.41,True
2025-10-28T23:21:40.100844,8104,Node_waste_management_nf4wr,26.71,200,197.75,True
2025-10-28T23:21:40.103020,7495,Node_waste_management_dqt10,23.62,200,67.23,True
2025-10-28T23:21:40.338470,7882,Node_water_quality_n44di,32.92,200,281.4,True
2025-10-28T23:21:40.458134,8287,Node_water_quality_mvzbl,32.71,200,305.04,True
2025-10-28T23:21:40.458863,7466,Node_waste_management_2t8ki,28.53,200,290.85,True
2025-10-28T23:21:40.459299,7664,Node_water_quality_vvvql,25.27,200,357.14,True
2025-10-28T23:21:40.571966,8527,Node_waste_management_aj064,30.24,200,149.4,True
2025-10-28T23:21:40.582842,7507,Node_water_quality_mmhum,31.39,200,149.14,True
2025-10-28T23:21:40.592883,8313,Node_water_quality_jhdhd,28.43,200,138.21,True
2025-10-28T23:21:40.601974,7848,Node_water_quality_kuuq6,24.94,200,106.56,True
2025-10-28T23:21:40.602370,8096,Node_waste_management_koch5,28.41,200,250.79,True
2025-10-28T23:21:40.810187,7602,Node_water_quality_zquar,25.18,200,235.87,True
2025-10-28T23:21:40.872559,8041,Node_water_quality_huqg0,29.11,200,10.13,True
2025-10-28T23:21:40.941731,7999,Node_waste_management_o7bra,31.73,200,68.45,True
2025-10-28T23:21:40.991985,8008,Node_water_quality_kd2dr,28.66,200,41.9,True
2025-10-28T23:21:41.009102,8207,Node_waste_management_4a0as,33.1,200,43.71,True
2025-10-28T23:21:41.074373,7999,Node_waste_management_o7bra,28.01,200,16.58,True
2025-10-28T23:21:41.075561,8660,Node_waste_management_ka1w8,23.67,200,15.73,True
2025-10-28T23:21:41.142838,7883,Node_water_quality_acg2w,21.4,200,22.86,True
2025-10-28T23:21:41.169065,7633,Node_water_quality_70s18,20.96,200,39.21,True
2025-10-28T23:21:41.265489,7865,Node_water_quality_tv02v,28.96,200,118.21,True
2025-10-28T23:21:41.323852,7872,Node_waste_management_y0unf,24.22,200,126.1,True
2025-10-28T23:21:41.365523,7918,Node_waste_management_mj9jf,32.21,200,65.63,True
2025-10-28T23:21:41.367150,8190,Node_waste_management_dcna5,27.38,200,62.8,True
2025-10-28T23:21:41.368499,7408,Node_water_quality_fd2l0,27.88,200,63.4,True
2025-10-28T23:21:41.448562,7901,Node_waste_management_77xx5,31.68,200,71.56,True
2025-10-28T23:21:41.484420,8473,Node_water_quality_8ajwb,30.36,200,94.05,True
2025-10-28T23:21:41.484910,7443,Node_waste_management_gm6mr,31.74,200,90.18,True
2025-10-28T23:21:41.597867,8215,Node_waste_management_42qqj,34.07,200,147.79,True
2025-10-28T23:21:41.599912,7856,Node_water_quality_tq8w1,24.66,200,121.98,True
2025-10-28T23:21:41.710500,7441,Node_water_quality_fezls,33.01,200,250.85,True
2025-10-28T23:21:41.712137,8231,Node_water_quality_sj7d4,32.37,200,160.14,True
2025-10-28T23:21:41.712993,7536,Node_waste_management_0p0pv,32.57,200,132.77,True
2025-10-28T23:21:41.713931,8284,Node_waste_management_79i37,32.03,200,140.28,True
2025-10-28T23:21:41.798910,7997,Node_waste_management_kqd1w,21.24,200,47.16,True
2025-10-28T23:21:41.937443,7556,Node_waste_management_2q0dn,24.68,200,49.13,True
2025-10-28T23:21:41.981215,7806,Node_water_quality_mvq7z,35.0,200,72.72,True
2025-10-28T23:21:41.981552,8493,Node_waste_management_nw1jy,21.91,200,62.07,True
2025-10-28T23:21:41.981952,7877,Node_water_quality_ergca,24.03,200,74.63,True
2025-10-28T23:21:42.164612,7861,Node_waste_management_kmn0i,28.72,200,10.97,True
2025-10-28T23:21:42.200176,7942,Node_water_quality_916z5,26.28,200,35.37,True
2025-10-28T23:21:42.201256,7434,Node_waste_management_413y4,26.65,200,36.1,True
2025-10-28T23:21:42.303287,7850,Node_waste_management_fc3w9,26.72,200,124.09,True
2025-10-28T23:21:42.362628,8314,Node_waste_management_1xxxu,28.13,200,53.34,True
2025-10-28T23:21:42.364040,8479,Node_water_quality_6wyi0,20.87,200,148.19,True
2025-10-28T23:21:42.450448,8090,Node_water_quality_jwkja,22.46,200,36.55,True
2025-10-28T23:21:42.494194,7994,Node_waste_management_1vwp5,27.28,200,9.9,True
2025-10-28T23:21:42.516656,8584,Node_waste_management_u6e2b,20.49,200,17.72,True
2025-10-28T23:21:42.579976,7668,Node_water_quality_u65n6,22.4,200,12.95,True
2025-10-28T23:21:42.650375,8095,Node_water_quality_g6hzz,26.06,200,54.16,True
2025-10-28T23:21:42.715615,7603,Node_waste_management_baj9g,33.98,200,72.96,True
2025-10-28T23:21:42.798149,8537,Node_water_quality_n8mie,20.52,200,99.75,True
2025-10-28T23:21:42.817839,7926,Node_waste_management_ootma,30.99,200,124.94,True
2025-10-28T23:21:42.904989,8306,Node_water_quality_e9ge8,28.39,200,156.25,True
2025-10-28T23:21:42.913749,7680,Node_water_quality_b26px,21.75,200,117.57,True
2025-10-28T23:21:43.020369,7770,Node_water_quality_pn8o1,34.74,200,65.86,True
2025-10-28T23:21:43.082779,8039,Node_water_quality_8jqv4,33.63,200,102.55,True
2025-10-28T23:21:43.094004,8337,Node_waste_management_liuqm,28.58,200,123.09,True
2025-10-28T23:21:43.094517,8225,Node_water_quality_2hggj,21.63,200,83.69,True
2025-10-28T23:21:43.094927,7676,Node_waste_management_ssm5o,27.25,200,70.8,True
2025-10-28T23:21:43.177314,7853,Node_water_quality_io5v4,33.41,200,51.35,True
2025-10-28T23:21:43.339204,8248,Node_waste_management_7ea59,30.14,200,14.35,True
2025-10-28T23:21:43.481915,8212,Node_water_quality_4icyk,31.42,200,111.31,True
2025-10-28T23:21:43.486760,8124,Node_water_quality_lyrtt,22.68,200,93.64,True
2025-10-28T23:21:43.581513,7811,Node_water_quality_4vl6z,23.83,200,183.48,True
2025-10-28T23:21:43.585047,7426,Node_waste_management_uvd31,20.81,200,129.98,True
2025-10-28T23:21:43.585660,7993,Node_waste_management_gqcm5,34.21,200,122.69,True
2025-10-28T23:21:43.586168,8110,Node_water_quality_ey4kj,20.05,200,133.92,True
2025-10-28T23:21:43.590685,8618,Node_waste_management_p6dkb,23.72,200,128.33,True
2025-10-28T23:21:43.690201,8253,Node_waste_management_kyilw,20.1,200,195.92,True
2025-10-28T23:21:43.793835,8073,Node_water_quality_y7463,25.17,200,212.12,True
2025-10-28T23:21:43.794630,8394,Node_waste_management_tz07a,27.74,200,293.28,True
2025-10-28T23:21:43.795249,7454,Node_waste_management_8yyiu,26.09,200,276.34,True
2025-10-28T23:21:43.796536,8233,Node_water_quality_vjx4e,24.9,200,171.25,True
2025-10-28T23:21:43.935619,8282,Node_water_quality_imot7,24.92,200,77.91,True
2025-10-28T23:21:43.938167,8630,Node_waste_management_28m3r,28.41,200,179.42,True
2025-10-28T23:21:44.035933,7407,Node_water_quality_wphm0,29.01,200,199.05,True
2025-10-28T23:21:44.129629,7776,Node_waste_management_z81qr,22.64,200,294.27,True
2025-10-28T23:21:44.217903,7862,Node_waste_management_lrivs,25.87,200,165.49,True
2025-10-28T23:21:44.225037,8213,Node_waste_management_71dsk,22.69,200,207.33,True
2025-10-28T23:21:44.226351,8578,Node_waste_management_kc13w,25.32,200,92.03,True
2025-10-28T23:21:44.230052,7566,Node_waste_management_0i5qa,29.09,200,87.59,True
2025-10-28T23:21:44.437714,7664,Node_water_quality_vvvql,29.33,200,169.01,True
2025-10-28T23:21:44.453352,8168,Node_water_quality_nqas9,22.88,200,196.37,True
2025-10-28T23:21:44.552963,8661,Node_water_quality_1r4hq,22.86,200,228.45,True
2025-10-28T23:21:44.625557,8106,Node_water_quality_5np0a,27.05,200,118.09,True
2025-10-28T23:21:44.633479,8227,Node_water_quality_zocel,34.94,200,108.21,True
2025-10-28T23:21:44.638323,7665,Node_waste_management_pm58v,24.07,200,100.65,True
2025-10-28T23:21:44.661592,8576,Node_water_quality_2d2lz,25.69,200,76.8,True
2025-10-28T23:22:13.963289,7779,Node_water_quality_b2ljv,34.04,200,26486.25,True
2025-10-28T23:23:38.195174,8472,Node_waste_management_zpgwx,34.7,0,94768.28,False
2025-10-28T23:23:38.195721,7698,Node_waste_management_a88ld,25.73,0,94462.16,False
2025-10-28T23:23:38.196626,7967,Node_water_quality_mhfxr,25.18,0,91715.64,False
2025-10-28T23:23:38.196897,8639,Node_waste_management_j1nf6,26.67,0,94800.0,False
2025-10-28T23:23:38.197386,8152,Node_water_quality_nfhef,28.15,0,92629.42,False
2025-10-28T23:23:38.197844,7658,Node_water_quality_ikhai,26.75,0,95045.58,False
2025-10-28T23:23:38.198106,8149,Node_waste_management_0d74c,29.91,0,94680.93,False
2025-10-28T23:23:38.198536,7558,Node_waste_management_kes62,21.82,0,83470.99,False
2025-10-28T23:23:38.225490,8465,Node_waste_management_gu2ni,30.98,0,100283.73,False
2025-10-28T23:23:38.226468,7794,Node_water_quality_c02du,20.42,0,100557.57,False
2025-10-28T23:23:38.233487,8032,Node_water_quality_9j1j5,20.89,0,113128.63,False
2025-10-28T23:23:38.233867,7999,Node_waste_management_o7bra,24.95,0,113083.9,False
2025-10-28T23:23:38.234188,8195,Node_water_quality_dvl3v,20.92,0,113496.3,False
2025-10-28T23:23:38.234484,7911,Node_water_quality_ykt5z,31.35,0,113031.61,False
2025-10-28T23:23:38.236256,8255,Node_waste_management_29y1v,25.63,0,113439.63,False
2025-10-28T23:23:38.237607,8290,Node_water_quality_mbqzq,24.45,0,113160.87,False
2025-10-28T23:23:38.241606,8160,Node_water_quality_78gnh,28.98,0,113191.78,False
2025-10-28T23:23:38.241844,8606,Node_waste_management_lrj6e,20.66,0,113268.59,False
2025-10-28T23:23:38.243702,7642,Node_waste_management_r2vo3,31.0,0,113021.59,False
2025-10-28T23:23:38.244123,7847,Node_waste_management_67c1o,34.14,0,113480.59,False
2025-10-28T23:23:38.245323,8675,Node_water_quality_4kz2c,26.62,0,113218.02,False
2025-10-28T23:23:38.245525,7758,Node_water_quality_c5bvc,31.35,0,113315.06,False
2025-10-28T23:23:38.245727,8035,Node_water_quality_l4gqk,26.14,0,113506.36,False
2025-10-28T23:23:38.246941,8291,Node_water_quality_6f961,25.47,0,92382.87,False
2025-10-28T23:23:38.247512,8372,Node_water_quality_gh950,31.46,0,92312.95,False
2025-10-28T23:23:39.076199,7382,Node_water_quality_0ims6,29.67,200,483.59,True
2025-10-28T23:25:39.601109,8430,Node_water_quality_01be0,34.31,0,120817.09,False
2025-10-28T23:25:39.601851,8042,Node_waste_management_zbclo,34.59,0,120816.23,False
2025-10-28T23:25:39.602224,8214,Node_waste_management_twxd4,30.8,0,120815.02,False
2025-10-28T23:25:39.603013,8148,Node_water_quality_u7ml1,29.3,0,120796.65,False
2025-10-28T23:25:39.605018,7938,Node_waste_management_knhck,29.96,0,120761.03,False
2025-10-28T23:25:39.607406,8326,Node_waste_management_0mtoh,23.91,0,121064.82,False
2025-10-28T23:25:39.607845,7740,Node_water_quality_xuv4w,27.32,0,121047.46,False
2025-10-28T23:25:39.608090,7529,Node_water_quality_l3xxp,34.56,0,121048.22,False
2025-10-28T23:25:39.609788,7516,Node_water_quality_4vr1m,25.1,0,121041.04,False
2025-10-28T23:25:39.611820,7786,Node_water_quality_cizb0,24.75,0,121035.79,False
2025-10-28T23:25:39.613622,8272,Node_waste_management_h8u6w,23.63,0,121011.46,False
2025-10-28T23:25:39.614964,8065,Node_waste_management_7lvef,23.5,0,120977.37,False
2025-10-28T23:25:39.615583,8115,Node_waste_management_cn69z,34.8,0,120960.17,False
2025-10-28T23:25:39.616095,8094,Node_water_quality_21lu6,32.29,0,120950.78,False
2025-10-28T23:25:39.616643,8493,Node_waste_management_nw1jy,20.47,0,120939.35,False
2025-10-28T23:25:39.616991,7641,Node_waste_management_zfkpn,29.89,0,120924.0,False
2025-10-28T23:25:39.619011,8150,Node_waste_management_2koqu,33.61,0,120911.15,False
2025-10-28T23:25:39.619342,7851,Node_water_quality_infc3,25.82,0,120907.93,False
2025-10-28T23:25:39.619880,7594,Node_water_quality_hmg4r,24.52,0,120902.83,False
2025-10-28T23:25:39.620047,7958,Node_waste_management_8je4o,31.04,0,120900.91,False
2025-10-28T23:25:39.620311,7640,Node_waste_management_h17v9,25.3,0,120886.14,False
2025-10-28T23:25:39.620445,8312,Node_waste_management_9wcee,20.83,0,120882.4,False
2025-10-28T23:25:39.620795,7610,Node_water_quality_9mt4c,20.9,0,120875.8,False
2025-10-28T23:25:39.620943,8194,Node_waste_management_rzff2,23.5,0,120875.47,False
2025-10-28T23:25:39.621216,8069,Node_water_quality_r6qfr,29.1,0,120869.16,False
2025-10-28T23:25:40.912373,7820,Node_waste_management_cj4ko,20.82,200,982.59,True
2025-10-28T23:25:40.914012,8181,Node_water_quality_6fc31,32.3,200,984.74,True
2025-10-28T23:27:40.947534,7932,Node_water_quality_84lns,22.36,0,120847.86,False
